filename,language,domain,original_split,split
fm_mr_000638_1.png,marathi,forms,train,train
nt_mr_000592.png,marathi,notice,val,train
nt_en_000430_1.png,english,notice,train,train
np_hi_000429_1.png,hindi,newspaper,train,train
nt_hi_000549_1.png,hindi,notice,train,train
qp_hi_000869_0.png,hindi,question_paper,train,train
nt_hi_000257_0.png,hindi,notice,train,train
ar_en_001356.png,english,acts_rules,train,train
ar_en_000361.png,english,acts_rules,train,train
ar_mr_000650_1.png,marathi,acts_rules,train,train
nt_hi_000419_1.png,hindi,notice,train,train
ar_mr_000884_1.png,marathi,acts_rules,val,train
ar_en_000921.png,english,acts_rules,train,train
fm_en_000300_0.png,english,forms,train,train
ar_mr_000935_1.png,marathi,acts_rules,train,train
nt_hi_000484_1.png,hindi,notice,train,train
np_mr_000269_1.png,marathi,newspaper,train,train
np_mr_000367_1.png,marathi,newspaper,train,train
ar_en_000116.png,english,acts_rules,train,train
np_en_000331_1.png,english,newspaper,train,train
nt_en_000184_1.png,english,notice,train,train
qp_hi_000565_0.png,hindi,question_paper,train,train
np_mr_000038_1.png,marathi,newspaper,train,train
nt_mr_000327.png,marathi,notice,test,train
fm_hi_000069_0.png,hindi,forms,train,train
np_hi_000383_1.png,hindi,newspaper,train,train
np_hi_000181_1.png,hindi,newspaper,test,train
fm_hi_000464_1.png,hindi,forms,test,train
np_hi_000299_1.png,hindi,newspaper,train,train
qp_mr_000280_1.png,marathi,question_paper,train,train
qp_mr_000686_1.png,marathi,question_paper,train,train
np_mr_000430_1.png,marathi,newspaper,train,train
np_hi_000021_1.png,hindi,newspaper,train,train
np_hi_000272_1.png,hindi,newspaper,train,train
np_en_000050_0.png,english,newspaper,train,train
qp_mr_000688_1.png,marathi,question_paper,train,train
ar_en_000790.png,english,acts_rules,train,train
ar_hi_000250_0.png,hindi,acts_rules,train,train
ar_en_000761.png,english,acts_rules,train,train
np_hi_000071_1.png,hindi,newspaper,train,train
fm_hi_000572_1.png,hindi,forms,train,train
np_mr_000189_1.png,marathi,newspaper,train,train
nt_hi_000234_0.png,hindi,notice,test,train
qp_hi_000309_0.png,hindi,question_paper,train,train
ar_hi_000672_1.png,hindi,acts_rules,train,train
qp_hi_000014_0.png,hindi,question_paper,train,train
nt_hi_000570_1.png,hindi,notice,train,train
np_mr_000245_1.png,marathi,newspaper,val,train
fm_en_000214_0.png,english,forms,train,train
nt_en_000028_1.png,english,notice,train,train
ar_en_001426.png,english,acts_rules,train,train
nt_hi_000611_1.png,hindi,notice,train,train
nt_en_000367_1.png,english,notice,train,train
fm_en_000580_0.png,english,forms,train,train
nt_en_000309_1.png,english,notice,train,train
qp_mr_000006_0.png,marathi,question_paper,train,train
fm_hi_000370_1.png,hindi,forms,test,train
qp_mr_000337_1.png,marathi,question_paper,train,train
fm_mr_000149_0.png,marathi,forms,train,train
ar_en_000263.png,english,acts_rules,train,train
ar_mr_000696_1.png,marathi,acts_rules,train,train
np_mr_000073_1.png,marathi,newspaper,train,train
ar_en_000678.png,english,acts_rules,test,train
fm_hi_000725_1.png,hindi,forms,train,train
ar_mr_000994_1.png,marathi,acts_rules,val,train
ar_en_001287.png,english,acts_rules,train,train
ar_en_000406.png,english,acts_rules,train,train
fm_mr_000131_0.png,marathi,forms,train,train
qp_mr_000690_1.png,marathi,question_paper,train,train
ar_hi_000640_1.png,hindi,acts_rules,train,train
qp_hi_000447_0.png,hindi,question_paper,val,train
fm_hi_000249_0.png,hindi,forms,test,train
fm_mr_000396_0.png,marathi,forms,train,train
ar_mr_000299_0.png,marathi,acts_rules,train,train
ar_en_000199.png,english,acts_rules,test,train
np_en_000269_1.png,english,newspaper,train,train
ar_en_000557.png,english,acts_rules,train,train
qp_hi_000704_0.png,hindi,question_paper,train,train
fm_hi_000271_1.png,hindi,forms,train,train
np_mr_000310_1.png,marathi,newspaper,val,train
fm_mr_000042_0.png,marathi,forms,train,train
ar_en_000796.png,english,acts_rules,val,train
np_hi_000446_1.png,hindi,newspaper,test,train
np_mr_000390_1.png,marathi,newspaper,train,train
ar_en_000795.png,english,acts_rules,val,train
ar_mr_000519_0.png,marathi,acts_rules,train,train
fm_hi_000729_1.png,hindi,forms,val,train
qp_mr_000190_0.png,marathi,question_paper,val,train
ar_hi_000497_1.png,hindi,acts_rules,train,train
fm_hi_000042_0.png,hindi,forms,train,train
qp_hi_000375_0.png,hindi,question_paper,test,train
np_mr_000231_1.png,marathi,newspaper,train,train
ar_mr_000819_1.png,marathi,acts_rules,train,train
nt_mr_000316.png,marathi,notice,test,train
ar_en_000577.png,english,acts_rules,train,train
nt_hi_000271_0.png,hindi,notice,train,train
ar_mr_001036_1.png,marathi,acts_rules,test,train
qp_mr_000183_0.png,marathi,question_paper,train,train
np_mr_000244_1.png,marathi,newspaper,train,train
qp_hi_000615_0.png,hindi,question_paper,val,train
fm_hi_000503_1.png,hindi,forms,train,train
fm_hi_000641_1.png,hindi,forms,train,train
nt_hi_000341_1.png,hindi,notice,train,train
nt_hi_000466_1.png,hindi,notice,train,train
ar_en_001135.png,english,acts_rules,train,train
ar_hi_000477_1.png,hindi,acts_rules,train,train
ar_en_000062.png,english,acts_rules,train,train
fm_hi_000769_1.png,hindi,forms,val,train
fm_mr_000284_0.png,marathi,forms,train,train
qp_hi_000555_0.png,hindi,question_paper,train,train
nt_hi_000337_1.png,hindi,notice,train,train
ar_mr_000255_0.png,marathi,acts_rules,train,train
ar_hi_000230_0.png,hindi,acts_rules,train,train
ar_mr_000020_0.png,marathi,acts_rules,val,train
fm_hi_000350_1.png,hindi,forms,train,train
qp_hi_000155_0.png,hindi,question_paper,train,train
nt_en_000385_1.png,english,notice,train,train
np_hi_000424_1.png,hindi,newspaper,val,train
fm_en_000199_0.png,english,forms,train,train
ar_hi_000155_0.png,hindi,acts_rules,test,train
ar_en_001312.png,english,acts_rules,train,train
nt_hi_000547_1.png,hindi,notice,train,train
ar_en_001040.png,english,acts_rules,train,train
np_hi_000363_1.png,hindi,newspaper,train,train
np_mr_000406_1.png,marathi,newspaper,test,train
ar_en_000047.png,english,acts_rules,test,train
qp_mr_000535_1.png,marathi,question_paper,train,train
nt_en_000492_1.png,english,notice,train,train
qp_mr_000210_0.png,marathi,question_paper,train,train
ar_en_000947.png,english,acts_rules,test,train
nt_en_000010_1.png,english,notice,train,train
fm_hi_000240_0.png,hindi,forms,train,train
fm_en_000088_0.png,english,forms,train,train
qp_mr_000499_1.png,marathi,question_paper,train,train
np_hi_000041_1.png,hindi,newspaper,train,train
fm_en_000012_0.png,english,forms,train,train
qp_mr_000023_0.png,marathi,question_paper,train,train
nt_mr_000064.png,marathi,notice,train,train
qp_hi_000121_0.png,hindi,question_paper,train,train
fm_en_000495_0.png,english,forms,val,train
nt_en_000190_1.png,english,notice,train,train
qp_hi_000773_0.png,hindi,question_paper,test,train
np_hi_000355_1.png,hindi,newspaper,train,train
ar_hi_000418_1.png,hindi,acts_rules,train,train
nt_mr_000413.png,marathi,notice,train,train
nt_hi_000472_1.png,hindi,notice,train,train
fm_mr_000327_0.png,marathi,forms,val,train
ar_mr_000328_0.png,marathi,acts_rules,train,train
np_hi_000371_1.png,hindi,newspaper,train,train
ar_mr_000157_0.png,marathi,acts_rules,train,train
ar_mr_000386_0.png,marathi,acts_rules,train,train
np_hi_000061_1.png,hindi,newspaper,train,train
ar_en_000309.png,english,acts_rules,train,train
ar_mr_000714_1.png,marathi,acts_rules,train,train
fm_en_000444_0.png,english,forms,test,train
nt_en_000454_1.png,english,notice,train,train
ar_mr_000444_0.png,marathi,acts_rules,train,train
nt_hi_000222_0.png,hindi,notice,val,train
ar_mr_000877_1.png,marathi,acts_rules,train,train
qp_hi_000418_0.png,hindi,question_paper,train,train
ar_en_001407.png,english,acts_rules,train,train
ar_mr_000959_1.png,marathi,acts_rules,train,train
nt_mr_000346.png,marathi,notice,train,train
np_en_000011_0.png,english,newspaper,train,train
ar_hi_000669_1.png,hindi,acts_rules,val,train
nt_en_000158_1.png,english,notice,train,train
fm_en_000455_0.png,english,forms,train,train
ar_mr_000389_0.png,marathi,acts_rules,train,train
np_hi_000381_1.png,hindi,newspaper,train,train
np_hi_000308_1.png,hindi,newspaper,train,train
ar_mr_000839_1.png,marathi,acts_rules,train,train
fm_hi_000312_1.png,hindi,forms,train,train
ar_en_000163.png,english,acts_rules,val,train
fm_en_000334_0.png,english,forms,train,train
qp_mr_000714_1.png,marathi,question_paper,train,train
ar_mr_000039_0.png,marathi,acts_rules,train,train
nt_en_000120_1.png,english,notice,train,train
qp_hi_000288_0.png,hindi,question_paper,val,train
np_en_000274_1.png,english,newspaper,train,train
ar_mr_000860_1.png,marathi,acts_rules,test,train
nt_hi_000007_0.png,hindi,notice,train,train
fm_en_000057_0.png,english,forms,train,train
ar_en_001255.png,english,acts_rules,train,train
ar_mr_000411_0.png,marathi,acts_rules,val,train
qp_hi_000631_0.png,hindi,question_paper,test,train
ar_mr_001045_1.png,marathi,acts_rules,train,train
ar_mr_000117_0.png,marathi,acts_rules,train,train
ar_mr_000336_0.png,marathi,acts_rules,train,train
ar_hi_000444_1.png,hindi,acts_rules,train,train
ar_en_000181.png,english,acts_rules,train,train
np_mr_000379_1.png,marathi,newspaper,train,train
fm_mr_000395_0.png,marathi,forms,train,train
np_mr_000419_1.png,marathi,newspaper,test,train
ar_en_001131.png,english,acts_rules,train,train
nt_hi_000503_1.png,hindi,notice,train,train
ar_en_001198.png,english,acts_rules,train,train
nt_mr_000623.png,marathi,notice,train,train
qp_mr_000587_1.png,marathi,question_paper,train,train
ar_en_000282.png,english,acts_rules,train,train
ar_hi_000026_0.png,hindi,acts_rules,train,train
ar_hi_000549_1.png,hindi,acts_rules,train,train
np_en_000377_1.png,english,newspaper,train,train
fm_hi_000411_1.png,hindi,forms,train,train
ar_en_001090.png,english,acts_rules,train,train
nt_en_000497_1.png,english,notice,train,train
qp_hi_000698_0.png,hindi,question_paper,test,train
nt_mr_000153.png,marathi,notice,val,train
fm_hi_000694_1.png,hindi,forms,train,train
qp_mr_000187_0.png,marathi,question_paper,train,train
nt_mr_000172.png,marathi,notice,train,train
fm_en_000054_0.png,english,forms,train,train
fm_mr_000347_0.png,marathi,forms,train,train
nt_hi_000172_0.png,hindi,notice,train,train
fm_mr_000057_0.png,marathi,forms,train,train
fm_hi_000720_1.png,hindi,forms,train,train
ar_mr_000011_0.png,marathi,acts_rules,train,train
nt_en_000228_1.png,english,notice,test,train
qp_hi_000295_0.png,hindi,question_paper,train,train
fm_hi_000164_0.png,hindi,forms,train,train
np_hi_000405_1.png,hindi,newspaper,train,train
nt_hi_000539_1.png,hindi,notice,train,train
nt_mr_000287.png,marathi,notice,train,train
np_hi_000043_1.png,hindi,newspaper,train,train
fm_en_000387_0.png,english,forms,train,train
nt_hi_000404_1.png,hindi,notice,train,train
ar_hi_000243_0.png,hindi,acts_rules,train,train
np_en_000314_1.png,english,newspaper,train,train
ar_hi_000193_0.png,hindi,acts_rules,train,train
qp_mr_000694_1.png,marathi,question_paper,test,train
fm_mr_000117_0.png,marathi,forms,val,train
np_hi_000397_1.png,hindi,newspaper,train,train
fm_en_000305_0.png,english,forms,train,train
np_hi_000190_1.png,hindi,newspaper,test,train
qp_mr_000040_0.png,marathi,question_paper,train,train
np_hi_000217_1.png,hindi,newspaper,train,train
qp_hi_000438_0.png,hindi,question_paper,train,train
np_en_000484_1.png,english,newspaper,train,train
ar_en_001017.png,english,acts_rules,train,train
ar_mr_000531_0.png,marathi,acts_rules,train,train
nt_mr_000469.png,marathi,notice,train,train
fm_en_000105_0.png,english,forms,train,train
ar_hi_000575_1.png,hindi,acts_rules,train,train
qp_mr_000151_0.png,marathi,question_paper,train,train
ar_mr_000231_0.png,marathi,acts_rules,train,train
ar_hi_000593_1.png,hindi,acts_rules,train,train
qp_hi_000050_0.png,hindi,question_paper,train,train
np_hi_000400_1.png,hindi,newspaper,train,train
ar_en_000842.png,english,acts_rules,test,train
nt_mr_000195.png,marathi,notice,train,train
qp_hi_000853_0.png,hindi,question_paper,train,train
fm_en_000487_0.png,english,forms,train,train
ar_en_001101.png,english,acts_rules,train,train
ar_en_000616.png,english,acts_rules,train,train
ar_en_000984.png,english,acts_rules,test,train
fm_mr_000461_1.png,marathi,forms,train,train
fm_hi_000539_1.png,hindi,forms,val,train
qp_mr_000019_0.png,marathi,question_paper,train,train
fm_hi_000788_1.png,hindi,forms,train,train
fm_hi_000302_1.png,hindi,forms,train,train
nt_hi_000610_1.png,hindi,notice,train,train
ar_hi_000301_0.png,hindi,acts_rules,train,train
nt_en_000441_1.png,english,notice,train,train
fm_hi_000163_0.png,hindi,forms,train,train
ar_en_000478.png,english,acts_rules,train,train
ar_hi_000275_0.png,hindi,acts_rules,train,train
np_hi_000175_1.png,hindi,newspaper,val,train
np_mr_000399_1.png,marathi,newspaper,train,train
fm_en_000492_0.png,english,forms,test,train
ar_mr_000691_1.png,marathi,acts_rules,val,train
ar_en_000402.png,english,acts_rules,val,train
ar_hi_000145_0.png,hindi,acts_rules,train,train
fm_en_000410_0.png,english,forms,val,train
ar_en_000734.png,english,acts_rules,train,train
np_en_000007_0.png,english,newspaper,train,train
np_mr_000228_1.png,marathi,newspaper,train,train
ar_mr_000330_0.png,marathi,acts_rules,train,train
ar_en_000292.png,english,acts_rules,train,train
ar_mr_000119_0.png,marathi,acts_rules,train,train
ar_mr_000323_0.png,marathi,acts_rules,test,train
np_en_000211_1.png,english,newspaper,train,train
ar_en_001358.png,english,acts_rules,train,train
ar_hi_000289_0.png,hindi,acts_rules,test,train
qp_hi_000239_0.png,hindi,question_paper,train,train
ar_en_000686.png,english,acts_rules,val,train
np_en_000082_0.png,english,newspaper,test,train
nt_mr_000048.png,marathi,notice,train,train
ar_en_001100.png,english,acts_rules,train,train
qp_hi_000283_0.png,hindi,question_paper,test,train
nt_mr_000281.png,marathi,notice,train,train
ar_hi_000540_1.png,hindi,acts_rules,val,train
fm_mr_000275_0.png,marathi,forms,train,train
ar_mr_000983_1.png,marathi,acts_rules,train,train
np_en_000364_1.png,english,newspaper,train,train
nt_mr_000342.png,marathi,notice,train,train
np_hi_000307_1.png,hindi,newspaper,train,train
np_hi_000240_1.png,hindi,newspaper,train,train
qp_hi_000727_0.png,hindi,question_paper,train,train
ar_mr_000424_0.png,marathi,acts_rules,train,train
qp_mr_000157_0.png,marathi,question_paper,train,train
qp_hi_000720_0.png,hindi,question_paper,train,train
np_mr_000391_1.png,marathi,newspaper,train,train
ar_en_000094.png,english,acts_rules,train,train
np_mr_000222_1.png,marathi,newspaper,train,train
ar_en_000926.png,english,acts_rules,train,train
fm_mr_000132_0.png,marathi,forms,train,train
qp_mr_000505_1.png,marathi,question_paper,test,train
nt_mr_000473.png,marathi,notice,train,train
qp_mr_000155_0.png,marathi,question_paper,test,train
fm_hi_000180_0.png,hindi,forms,train,train
ar_mr_000205_0.png,marathi,acts_rules,train,train
ar_mr_000292_0.png,marathi,acts_rules,train,train
fm_mr_000228_0.png,marathi,forms,train,train
qp_mr_000114_0.png,marathi,question_paper,train,train
nt_mr_000124.png,marathi,notice,train,train
fm_hi_000430_1.png,hindi,forms,train,train
nt_mr_000367.png,marathi,notice,train,train
fm_mr_000235_0.png,marathi,forms,test,train
fm_mr_000200_0.png,marathi,forms,train,train
qp_mr_000705_1.png,marathi,question_paper,train,train
nt_hi_000096_0.png,hindi,notice,train,train
ar_en_000443.png,english,acts_rules,train,train
np_hi_000064_1.png,hindi,newspaper,train,train
ar_mr_000225_0.png,marathi,acts_rules,train,train
ar_hi_000705_1.png,hindi,acts_rules,train,train
ar_hi_000080_0.png,hindi,acts_rules,train,train
np_hi_000358_1.png,hindi,newspaper,train,train
qp_mr_000448_1.png,marathi,question_paper,train,train
nt_en_000068_1.png,english,notice,test,train
ar_en_000244.png,english,acts_rules,train,train
ar_mr_000936_1.png,marathi,acts_rules,val,train
np_en_000199_0.png,english,newspaper,train,train
fm_en_000070_0.png,english,forms,train,train
nt_hi_000303_1.png,hindi,notice,test,train
qp_hi_000216_0.png,hindi,question_paper,train,train
np_en_000382_1.png,english,newspaper,train,train
np_hi_000256_1.png,hindi,newspaper,test,train
ar_en_000574.png,english,acts_rules,test,train
fm_mr_000001_0.png,marathi,forms,val,train
qp_hi_000748_0.png,hindi,question_paper,train,train
fm_mr_000256_0.png,marathi,forms,test,train
fm_mr_000145_0.png,marathi,forms,train,train
nt_mr_000027.png,marathi,notice,test,train
ar_hi_000121_0.png,hindi,acts_rules,val,train
fm_hi_000561_1.png,hindi,forms,train,train
ar_en_000972.png,english,acts_rules,train,train
ar_en_001317.png,english,acts_rules,test,train
nt_mr_000393.png,marathi,notice,train,train
fm_mr_000008_0.png,marathi,forms,val,train
ar_en_000387.png,english,acts_rules,train,train
fm_mr_000431_0.png,marathi,forms,train,train
np_en_000063_0.png,english,newspaper,train,train
nt_hi_000410_1.png,hindi,notice,test,train
ar_en_000275.png,english,acts_rules,val,train
fm_hi_000496_1.png,hindi,forms,train,train
fm_en_000159_0.png,english,forms,train,train
qp_hi_000106_0.png,hindi,question_paper,val,train
nt_mr_000286.png,marathi,notice,train,train
np_en_000085_0.png,english,newspaper,train,train
nt_en_000039_1.png,english,notice,train,train
ar_mr_000012_0.png,marathi,acts_rules,train,train
ar_mr_000731_1.png,marathi,acts_rules,train,train
np_mr_000422_1.png,marathi,newspaper,train,train
qp_hi_000311_0.png,hindi,question_paper,train,train
ar_en_000149.png,english,acts_rules,train,train
np_hi_000444_1.png,hindi,newspaper,train,train
ar_mr_000148_0.png,marathi,acts_rules,train,train
np_hi_000502_1.png,hindi,newspaper,train,train
qp_hi_000717_0.png,hindi,question_paper,train,train
qp_hi_000759_0.png,hindi,question_paper,val,train
nt_hi_000123_0.png,hindi,notice,val,train
nt_mr_000386.png,marathi,notice,train,train
fm_en_000153_0.png,english,forms,train,train
qp_mr_000621_1.png,marathi,question_paper,train,train
fm_en_000056_0.png,english,forms,train,train
fm_mr_000565_1.png,marathi,forms,train,train
ar_en_001012.png,english,acts_rules,train,train
ar_mr_000400_0.png,marathi,acts_rules,train,train
ar_en_001123.png,english,acts_rules,train,train
ar_hi_000498_1.png,hindi,acts_rules,train,train
ar_mr_000739_1.png,marathi,acts_rules,train,train
ar_en_000299.png,english,acts_rules,train,train
fm_en_000047_0.png,english,forms,train,train
nt_mr_000112.png,marathi,notice,test,train
fm_hi_000510_1.png,hindi,forms,train,train
qp_mr_000693_1.png,marathi,question_paper,train,train
np_hi_000571_1.png,hindi,newspaper,train,train
ar_hi_000427_1.png,hindi,acts_rules,test,train
np_hi_000072_1.png,hindi,newspaper,test,train
ar_mr_000970_1.png,marathi,acts_rules,train,train
ar_mr_000979_1.png,marathi,acts_rules,train,train
qp_hi_000558_0.png,hindi,question_paper,train,train
qp_mr_000018_0.png,marathi,question_paper,train,train
ar_mr_000234_0.png,marathi,acts_rules,val,train
nt_mr_000388.png,marathi,notice,train,train
nt_hi_000581_1.png,hindi,notice,train,train
ar_mr_000537_0.png,marathi,acts_rules,train,train
np_mr_000300_1.png,marathi,newspaper,train,train
fm_mr_000409_0.png,marathi,forms,train,train
nt_hi_000056_0.png,hindi,notice,train,train
ar_en_000990.png,english,acts_rules,val,train
np_mr_000241_1.png,marathi,newspaper,train,train
nt_mr_000113.png,marathi,notice,train,train
nt_en_000282_1.png,english,notice,train,train
fm_en_000377_0.png,english,forms,train,train
ar_mr_000210_0.png,marathi,acts_rules,test,train
ar_en_000589.png,english,acts_rules,train,train
qp_hi_000362_0.png,hindi,question_paper,train,train
qp_mr_000258_1.png,marathi,question_paper,train,train
np_en_000060_0.png,english,newspaper,train,train
np_en_000287_1.png,english,newspaper,train,train
nt_mr_000191.png,marathi,notice,train,train
fm_en_000113_0.png,english,forms,train,train
ar_en_000865.png,english,acts_rules,train,train
nt_mr_000329.png,marathi,notice,train,train
nt_mr_000347.png,marathi,notice,train,train
nt_mr_000406.png,marathi,notice,train,train
nt_mr_000364.png,marathi,notice,train,train
ar_mr_000480_0.png,marathi,acts_rules,train,train
np_mr_000474_1.png,marathi,newspaper,train,train
fm_en_000104_0.png,english,forms,train,train
qp_mr_000087_0.png,marathi,question_paper,train,train
qp_hi_000674_0.png,hindi,question_paper,train,train
qp_hi_000618_0.png,hindi,question_paper,train,train
ar_en_000352.png,english,acts_rules,train,train
fm_hi_000294_1.png,hindi,forms,train,train
fm_en_000529_0.png,english,forms,test,train
fm_en_000006_0.png,english,forms,train,train
nt_hi_000322_1.png,hindi,notice,train,train
ar_en_000901.png,english,acts_rules,train,train
ar_hi_000568_1.png,hindi,acts_rules,train,train
ar_en_000893.png,english,acts_rules,train,train
ar_hi_000382_1.png,hindi,acts_rules,train,train
np_mr_000144_1.png,marathi,newspaper,test,train
np_hi_000212_1.png,hindi,newspaper,train,train
qp_hi_000298_0.png,hindi,question_paper,train,train
fm_en_000474_0.png,english,forms,test,train
qp_hi_000187_0.png,hindi,question_paper,test,train
nt_en_000338_1.png,english,notice,train,train
np_mr_000248_1.png,marathi,newspaper,train,train
ar_mr_000561_0.png,marathi,acts_rules,val,train
ar_en_000238.png,english,acts_rules,train,train
ar_mr_000475_0.png,marathi,acts_rules,train,train
ar_mr_000928_1.png,marathi,acts_rules,train,train
nt_en_000317_1.png,english,notice,train,train
fm_en_000033_0.png,english,forms,train,train
ar_hi_000626_1.png,hindi,acts_rules,train,train
ar_en_000959.png,english,acts_rules,train,train
ar_hi_000004_0.png,hindi,acts_rules,train,train
ar_en_001140.png,english,acts_rules,train,train
fm_hi_000131_0.png,hindi,forms,test,train
nt_mr_000651.png,marathi,notice,train,train
fm_hi_000215_0.png,hindi,forms,train,train
nt_mr_000543.png,marathi,notice,train,train
qp_hi_000604_0.png,hindi,question_paper,train,train
ar_mr_000580_0.png,marathi,acts_rules,train,train
ar_mr_000366_0.png,marathi,acts_rules,train,train
np_en_000089_0.png,english,newspaper,train,train
ar_en_000311.png,english,acts_rules,train,train
fm_hi_000680_1.png,hindi,forms,train,train
np_mr_000298_1.png,marathi,newspaper,train,train
fm_mr_000313_0.png,marathi,forms,train,train
ar_en_000422.png,english,acts_rules,train,train
nt_hi_000537_1.png,hindi,notice,train,train
nt_mr_000169.png,marathi,notice,train,train
nt_mr_000662.png,marathi,notice,train,train
ar_en_001353.png,english,acts_rules,val,train
np_hi_000231_1.png,hindi,newspaper,train,train
ar_hi_000505_1.png,hindi,acts_rules,train,train
ar_mr_000867_1.png,marathi,acts_rules,test,train
fm_hi_000409_1.png,hindi,forms,train,train
fm_mr_000590_1.png,marathi,forms,test,train
fm_en_000528_0.png,english,forms,val,train
np_en_000339_1.png,english,newspaper,train,train
nt_en_000312_1.png,english,notice,train,train
ar_en_000445.png,english,acts_rules,val,train
qp_mr_000029_0.png,marathi,question_paper,train,train
fm_mr_000511_1.png,marathi,forms,train,train
ar_mr_000737_1.png,marathi,acts_rules,train,train
fm_mr_000172_0.png,marathi,forms,test,train
np_mr_000314_1.png,marathi,newspaper,train,train
np_en_000273_1.png,english,newspaper,train,train
qp_hi_000721_0.png,hindi,question_paper,test,train
ar_mr_000733_1.png,marathi,acts_rules,train,train
nt_en_000437_1.png,english,notice,train,train
ar_en_000119.png,english,acts_rules,val,train
np_hi_000208_1.png,hindi,newspaper,train,train
qp_hi_000816_0.png,hindi,question_paper,train,train
ar_en_000755.png,english,acts_rules,train,train
ar_en_001062.png,english,acts_rules,train,train
qp_hi_000884_0.png,hindi,question_paper,train,train
qp_mr_000331_1.png,marathi,question_paper,train,train
qp_mr_000423_1.png,marathi,question_paper,train,train
nt_mr_000138.png,marathi,notice,train,train
ar_mr_000742_1.png,marathi,acts_rules,train,train
ar_en_001006.png,english,acts_rules,train,train
nt_mr_000397.png,marathi,notice,train,train
ar_hi_000111_0.png,hindi,acts_rules,train,train
qp_hi_000736_0.png,hindi,question_paper,train,train
fm_mr_000553_1.png,marathi,forms,train,train
qp_mr_000189_0.png,marathi,question_paper,val,train
ar_mr_000654_1.png,marathi,acts_rules,test,train
qp_mr_000681_1.png,marathi,question_paper,train,train
ar_mr_000467_0.png,marathi,acts_rules,train,train
nt_mr_000527.png,marathi,notice,train,train
ar_mr_001063_1.png,marathi,acts_rules,train,train
ar_hi_000332_0.png,hindi,acts_rules,train,train
qp_mr_000386_1.png,marathi,question_paper,train,train
